Group,NWScriptConstant,CSharpEnum,Value,VisualTags,Location,Colors,SelectionHint,SourcePage,ImageUrl
DUR,VFX_DUR_INFERNO,Vfx_Dur_Inferno,474,Duration or marker; inferno; colors fire,,Fire,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/2/28/Dur.inferno.jpg
DUR,VFX_DUR_STONEHOLD,Vfx_Dur_Stonehold,476,Duration or marker; stonehold; location about body,About Body,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/41/Dur.stonehold.jpg
DUR,VFX_DUR_GHOSTLY_VISAGE_NO_SOUND,Vfx_Dur_Ghostly_Visage_No_Sound,478,Duration or marker; ghostly visage no sound,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/9/9a/Dur.ghostlyvisagenosound.jpg
DUR,VFX_DUR_GHOST_SMOKE_2,Vfx_Dur_Ghost_Smoke_2,479,Duration or marker; ghost smoke 2,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/2/29/Dur.ghostsmoke2.jpg
DUR,VFX_DUR_FLIES,Vfx_Dur_Flies,480,Duration or marker; flies; colors black,,Black,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/37/Dur.flies.jpg
DUR,VFX_DUR_PROT_EPIC_ARMOR,Vfx_Dur_Prot_Epic_Armor,495,Duration or marker; protection epic armor,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7d/Dur.protepicarmor.jpg
DUR,VFX_DUR_PROT_EPIC_ARMOR_2,Vfx_Dur_Prot_Epic_Armor_2,497,Duration or marker; protection epic armor 2,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/e6/Dur.protepicarmor2.jpg
DUR,VFX_DUR_INFERNO_CHEST,Vfx_Dur_Inferno_Chest,498,Duration or marker; inferno chest; colors fire,,Fire,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/c3/Dur.infernochest.jpg
DUR,VFX_DUR_IOUNSTONE_RED,Vfx_Dur_Iounstone_Red,499,Duration or marker; iounstone red; colors red,,Red,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/18/Dur.iounstonered.jpg
DUR,VFX_DUR_IOUNSTONE_BLUE,Vfx_Dur_Iounstone_Blue,500,Duration or marker; iounstone blue; colors blue,,Blue,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/e6/Dur.inounstoneblue.jpg
DUR,VFX_DUR_IOUNSTONE_YELLOW,Vfx_Dur_Iounstone_Yellow,501,Duration or marker; iounstone yellow,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/52/Dur.iounstoneyellow.jpg
DUR,VFX_DUR_IOUNSTONE_GREEN,Vfx_Dur_Iounstone_Green,502,Duration or marker; iounstone green; colors green,,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/4f/Dur.iounstonegreen.jpg
DUR,VFX_DUR_INFERNO_NO_SOUND,Vfx_Dur_Inferno_No_Sound,505,Duration or marker; inferno no sound,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/49/Dur.infernonosound.jpg
DUR,VFX_DUR_AURA_PULSE_RED_WHITE,Vfx_Dur_Aura_Pulse_Red_White,512,"Duration or marker; aura pulse red white; location about body; colors red, white",About Body,"Red, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/2/2f/Dur.aurapulseredwhite.jpg
DUR,VFX_DUR_AURA_PULSE_BLUE_WHITE,Vfx_Dur_Aura_Pulse_Blue_White,513,"Duration or marker; aura pulse blue white; location about body; colors blue, white",About Body,"Blue, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/da/Dur.aurapulsebluewhite.jpg
DUR,VFX_DUR_AURA_PULSE_GREEN_WHITE,Vfx_Dur_Aura_Pulse_Green_White,514,"Duration or marker; aura pulse green white; location about body; colors green, white",About Body,"Green, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/08/Dur.aurapulsegreenwhite.jpg
DUR,VFX_DUR_AURA_PULSE_YELLOW_WHITE,Vfx_Dur_Aura_Pulse_Yellow_White,515,"Duration or marker; aura pulse yellow white; location about body; colors yellow, white",About Body,"Yellow, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/2/2d/Dur.aurapulseyellowwhite.jpg
DUR,VFX_DUR_AURA_PULSE_MAGENTA_WHITE,Vfx_Dur_Aura_Pulse_Magenta_White,516,"Duration or marker; aura pulse magenta white; location about body; colors magenta, white",About Body,"Magenta, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/9/91/Dur.aurapulsemagentawhite.jpg
DUR,VFX_DUR_AURA_PULSE_CYAN_WHITE,Vfx_Dur_Aura_Pulse_Cyan_White,517,"Duration or marker; aura pulse cyan white; location about body; colors cyan, white",About Body,"Cyan, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/c8/Dur.aurapulsecyanwhite.jpg
DUR,VFX_DUR_AURA_PULSE_ORANGE_WHITE,Vfx_Dur_Aura_Pulse_Orange_White,518,"Duration or marker; aura pulse orange white; location about body; colors orange, white",About Body,"Orange, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/3e/Dur.aurapulseorangewhite.jpg
DUR,VFX_DUR_AURA_PULSE_BROWN_WHITE,Vfx_Dur_Aura_Pulse_Brown_White,519,"Duration or marker; aura pulse brown white; location about body; colors brown, white",About Body,"Brown, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/d6/Dur.aurapulsebrownwhite.jpg
DUR,VFX_DUR_AURA_PULSE_PURPLE_WHITE,Vfx_Dur_Aura_Pulse_Purple_White,520,"Duration or marker; aura pulse purple white; location about body; colors purple, white",About Body,"Purple, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/ee/Dur.aurapulsepurplewhite.jpg
DUR,VFX_DUR_AURA_PULSE_GREY_WHITE,Vfx_Dur_Aura_Pulse_Grey_White,521,"Duration or marker; aura pulse grey white; location about body; colors grey, white",About Body,"Grey, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/19/Dur.aurapulsegreywhite.jpg
DUR,VFX_DUR_AURA_PULSE_GREY_BLACK,Vfx_Dur_Aura_Pulse_Grey_Black,522,"Duration or marker; aura pulse grey black; location about body; colors grey, black",About Body,"Grey, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/f8/Dur.aurapulsegreyblack.jpg
DUR,VFX_DUR_AURA_PULSE_BLUE_GREEN,Vfx_Dur_Aura_Pulse_Blue_Green,523,"Duration or marker; aura pulse blue green; location about body; colors blue, green",About Body,"Blue, green","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/11/Dur.aurapulsebluegreen.jpg
DUR,VFX_DUR_AURA_PULSE_RED_BLUE,Vfx_Dur_Aura_Pulse_Red_Blue,524,"Duration or marker; aura pulse red blue; location about body; colors red, blue",About Body,"Red, blue","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/4d/Dur.aurapulseredblue.jpg
DUR,VFX_DUR_AURA_PULSE_RED_YELLOW,Vfx_Dur_Aura_Pulse_Red_Yellow,525,"Duration or marker; aura pulse red yellow; location about body; colors red, yellow",About Body,"Red, yellow","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/1a/Dur.aurapulseredyellow.jpg
DUR,VFX_DUR_AURA_PULSE_GREEN_YELLOW,Vfx_Dur_Aura_Pulse_Green_Yellow,526,"Duration or marker; aura pulse green yellow; location about body; colors green, yellow",About Body,"Green, yellow","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/f5/Dur.aurapulsegreenyellow.jpg
DUR,VFX_DUR_AURA_PULSE_RED_GREEN,Vfx_Dur_Aura_Pulse_Red_Green,527,"Duration or marker; aura pulse red green; location about body; colors red, green",About Body,"Red, green","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/ee/Dur.aurapulseredgreen.jpg
DUR,VFX_DUR_AURA_PULSE_BLUE_YELLOW,Vfx_Dur_Aura_Pulse_Blue_Yellow,528,"Duration or marker; aura pulse blue yellow; location about body; colors blue, yellow",About Body,"Blue, yellow","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7b/Dur.aurapulseblueyellow.jpg
DUR,VFX_DUR_AURA_PULSE_BLUE_BLACK,Vfx_Dur_Aura_Pulse_Blue_Black,529,"Duration or marker; aura pulse blue black; location about body; colors blue, black",About Body,"Blue, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/3a/Dur.aurapulseblueblack.jpg
DUR,VFX_DUR_AURA_PULSE_RED_BLACK,Vfx_Dur_Aura_Pulse_Red_Black,530,"Duration or marker; aura pulse red black; location about body; colors red, black",About Body,"Red, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/da/Dur.aurapulseredblack.jpg
DUR,VFX_DUR_AURA_PULSE_GREEN_BLACK,Vfx_Dur_Aura_Pulse_Green_Black,531,"Duration or marker; aura pulse green black; location about body; colors green, black",About Body,"Green, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/0d/Dur.aurapulsegreenblack.jpg
DUR,VFX_DUR_AURA_PULSE_YELLOW_BLACK,Vfx_Dur_Aura_Pulse_Yellow_Black,532,"Duration or marker; aura pulse yellow black; location about body; colors yellow, black",About Body,"Yellow, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/0a/Dur.aurapulseyellowblack.jpg
DUR,VFX_DUR_AURA_PULSE_MAGENTA_BLACK,Vfx_Dur_Aura_Pulse_Magenta_Black,533,"Duration or marker; aura pulse magenta black; location about body; colors magenta, black",About Body,"Magenta, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/48/Dur.aurapulsemagentablack.jpg
DUR,VFX_DUR_AURA_PULSE_CYAN_BLACK,Vfx_Dur_Aura_Pulse_Cyan_Black,534,"Duration or marker; aura pulse cyan black; location about body; colors cyan, black",About Body,"Cyan, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/2/25/Dur.aurapulsecyanblack.jpg
DUR,VFX_DUR_AURA_PULSE_ORANGE_BLACK,Vfx_Dur_Aura_Pulse_Orange_Black,535,"Duration or marker; aura pulse orange black; location about body; colors orange, black",About Body,"Orange, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/ff/Dur.aurapulseorangeblack.jpg
DUR,VFX_DUR_AURA_PULSE_BROWN_BLACK,Vfx_Dur_Aura_Pulse_Brown_Black,536,"Duration or marker; aura pulse brown black; location about body; colors brown, black",About Body,"Brown, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/2/2e/Dur.aurapulsebrownblack.jpg
DUR,VFX_DUR_AURA_PULSE_PURPLE_BLACK,Vfx_Dur_Aura_Pulse_Purple_Black,537,"Duration or marker; aura pulse purple black; location about body; colors purple, black",About Body,"Purple, black","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7c/Dur.aurapulsepurpleblack.jpg
DUR,VFX_DUR_AURA_PULSE_CYAN_GREEN,Vfx_Dur_Aura_Pulse_Cyan_Green,538,"Duration or marker; aura pulse cyan green; location about body; colors cyan, green",About Body,"Cyan, green","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/1d/Dur.aurapulsecyangreen.jpg
DUR,VFX_DUR_AURA_PULSE_CYAN_BLUE,Vfx_Dur_Aura_Pulse_Cyan_Blue,539,"Duration or marker; aura pulse cyan blue; location about body; colors cyan, blue",About Body,"Cyan, blue","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7a/Dur.aurapulsecyanblue.jpg
DUR,VFX_DUR_AURA_PULSE_CYAN_RED,Vfx_Dur_Aura_Pulse_Cyan_Red,540,"Duration or marker; aura pulse cyan red; location about body; colors cyan, red",About Body,"Cyan, red","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/53/Dur.aurapulsecyanred.jpg
DUR,VFX_DUR_AURA_PULSE_CYAN_YELLOW,Vfx_Dur_Aura_Pulse_Cyan_Yellow,541,"Duration or marker; aura pulse cyan yellow; location about body; colors cyan, yellow",About Body,"Cyan, yellow","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/60/Dur.aurapulsecyanyellow.jpg
DUR,VFX_DUR_AURA_PULSE_MAGENTA_BLUE,Vfx_Dur_Aura_Pulse_Magenta_Blue,542,"Duration or marker; aura pulse magenta blue; location about body; colors magenta, blue",About Body,"Magenta, blue","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/a/a3/Dur.aurapulsemagentablue.jpg
DUR,VFX_DUR_AURA_PULSE_MAGENTA_RED,Vfx_Dur_Aura_Pulse_Magenta_Red,543,"Duration or marker; aura pulse magenta red; location about body; colors magenta, red",About Body,"Magenta, red","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/ec/Dur.aurapulsemagentared.jpg
DUR,VFX_DUR_AURA_PULSE_MAGENTA_GREEN,Vfx_Dur_Aura_Pulse_Magenta_Green,544,"Duration or marker; aura pulse magenta green; location about body; colors magenta, green",About Body,"Magenta, green","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/55/Dur.aurapulsemagentagreen.jpg
DUR,VFX_DUR_AURA_PULSE_MAGENTA_YELLOW,Vfx_Dur_Aura_Pulse_Magenta_Yellow,545,"Duration or marker; aura pulse magenta yellow; location about body; colors magenta, yellow",About Body,"Magenta, yellow","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/f4/Dur.aurapulsemagentayellow.jpg
DUR,VFX_DUR_AURA_PULSE_RED_ORANGE,Vfx_Dur_Aura_Pulse_Red_Orange,546,"Duration or marker; aura pulse red orange; location about body; colors red, orange",About Body,"Red, orange","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7c/Dur.aurapulseredorange.jpg
DUR,VFX_DUR_AURA_PULSE_YELLOW_ORANGE,Vfx_Dur_Aura_Pulse_Yellow_Orange,547,"Duration or marker; aura pulse yellow orange; location about body; colors yellow, orange",About Body,"Yellow, orange","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/f0/Dur.aurapulseyelloworange.jpg
DUR,VFX_DUR_AURA_RED,Vfx_Dur_Aura_Red,548,Duration or marker; aura red; location about body; colors red,About Body,Red,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/52/Dur.aurared.jpg
DUR,VFX_DUR_AURA_GREEN,Vfx_Dur_Aura_Green,549,Duration or marker; aura green; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/d4/Dur.auragreen.jpg
DUR,VFX_DUR_AURA_BLUE,Vfx_Dur_Aura_Blue,550,Duration or marker; aura blue; location about body; colors blue,About Body,Blue,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/ff/Dur.aurablue.jpg
DUR,VFX_DUR_AURA_MAGENTA,Vfx_Dur_Aura_Magenta,551,Duration or marker; aura magenta; location about body; colors magenta,About Body,Magenta,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/a/a2/Dur.auramagenta.jpg
DUR,VFX_DUR_AURA_YELLOW,Vfx_Dur_Aura_Yellow,552,Duration or marker; aura yellow; location about body; colors yellow,About Body,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/b/ba/Dur.aurayellow.jpg
DUR,VFX_DUR_AURA_WHITE,Vfx_Dur_Aura_White,553,Duration or marker; aura white; location about body; colors white,About Body,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/00/Dur.aurawhite.jpg
DUR,VFX_DUR_AURA_ORANGE,Vfx_Dur_Aura_Orange,554,Duration or marker; aura orange; location about body; colors orange,About Body,Orange,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/08/Dur.auraorange.jpg
DUR,VFX_DUR_AURA_BROWN,Vfx_Dur_Aura_Brown,555,Duration or marker; aura brown; location about body; colors brown,About Body,Brown,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/b/b2/Dur.aurabrown.jpg
DUR,VFX_DUR_AURA_PURPLE,Vfx_Dur_Aura_Purple,556,Duration or marker; aura purple; location about body; colors purple,About Body,Purple,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7a/Dur.aurapurple.jpg
DUR,VFX_DUR_AURA_CYAN,Vfx_Dur_Aura_Cyan,557,Duration or marker; aura cyan; location about body; colors cyan,About Body,Cyan,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/d6/Dur.auracyan.jpg
DUR,VFX_DUR_AURA_GREEN_DARK,Vfx_Dur_Aura_Green_Dark,558,Duration or marker; aura green dark; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/6d/Dur.auragreendark.jpg
DUR,VFX_DUR_AURA_GREEN_LIGHT,Vfx_Dur_Aura_Green_Light,559,Duration or marker; aura green light; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/9/9f/Dur.auragreenlight.jpg
DUR,VFX_DUR_AURA_RED_DARK,Vfx_Dur_Aura_Red_Dark,560,Duration or marker; aura red dark; location about body; colors red,About Body,Red,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/33/Dur.aurareddark.jpg
DUR,VFX_DUR_AURA_RED_LIGHT,Vfx_Dur_Aura_Red_Light,561,Duration or marker; aura red light; location about body; colors red,About Body,Red,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/37/Dur.auraredlight.jpg
DUR,VFX_DUR_AURA_BLUE_DARK,Vfx_Dur_Aura_Blue_Dark,562,Duration or marker; aura blue dark; location about body; colors blue,About Body,Blue,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/cd/Dur.aurabluedark.jpg
DUR,VFX_DUR_AURA_BLUE_LIGHT,Vfx_Dur_Aura_Blue_Light,563,Duration or marker; aura blue light; location about body; colors blue,About Body,Blue,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/12/Dur.aurabluelight.jpg
DUR,VFX_DUR_AURA_YELLOW_DARK,Vfx_Dur_Aura_Yellow_Dark,564,Duration or marker; aura yellow dark; location about body; colors yellow,About Body,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7b/Dur.aurayellowdark.jpg
DUR,VFX_DUR_AURA_YELLOW_LIGHT,Vfx_Dur_Aura_Yellow_Light,565,Duration or marker; aura yellow light; location about body; colors yellow,About Body,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/9/99/Dur.aurayellowlight.jpg
DUR,VFX_DUR_BUBBLES,Vfx_Dur_Bubbles,566,Duration or marker; bubbles; location above head; colors white,Above Head,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/a/ac/Dur.bubbles.jpg
DUR,VFX_DUR_PDK_FEAR,Vfx_Dur_Pdk_Fear,628,Duration or marker; PDK fear,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/2/29/Dur_pdkfear.jpg
DUR,VFX_DUR_ARROW_IN_STERNUM,Vfx_Dur_Arrow_In_Sternum,632,Duration or marker; arrow in sternum,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/50/Dur_arrowinsternum.jpg
DUR,VFX_DUR_ARROW_IN_CHEST_LEFT,Vfx_Dur_Arrow_In_Chest_Left,633,Duration or marker; arrow in chest left,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7b/Dur_arrowinchestl.jpg
DUR,VFX_DUR_ARROW_IN_CHEST_RIGHT,Vfx_Dur_Arrow_In_Chest_Right,634,Duration or marker; arrow in chest right,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/8/86/Dur_arrowinchestr.jpg
DUR,VFX_DUR_ARROW_IN_BACK,Vfx_Dur_Arrow_In_Back,635,Duration or marker; arrow in back,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/d0/Dur_arrowinback.jpg
DUR,VFX_DUR_ARROW_IN_TEMPLES,Vfx_Dur_Arrow_In_Temples,636,Duration or marker; arrow in temples,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/6e/Dur_arrowintemples.jpg
DUR,VFX_DUR_ARROW_IN_FACE,Vfx_Dur_Arrow_In_Face,637,Duration or marker; arrow in face,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/e4/Dur_arrowinface.jpg
DUR,VFX_DUR_ARROW_IN_HEAD,Vfx_Dur_Arrow_In_Head,638,Duration or marker; arrow in head,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/ce/Dur_arrowinhead.jpg
DUR,VFX_DUR_QUILL_IN_CHEST,Vfx_Dur_Quill_In_Chest,639,Duration or marker; quill in chest,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/03/Dur_quillinchest.jpg
EYES,VFX_EYES_RED_FLAME_HALFELF_MALE,Vfx_Eyes_Red_Flame_Human_Male;Vfx_Eyes_Red_Flame_Halfelf_Male,360,Eye glow; red flame halfelf male; location head; colors red,Head,Red,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/3/33/Eyes.human.male.red.jpg
EYES,VFX_EYES_RED_FLAME_HUMAN_MALE,Vfx_Eyes_Red_Flame_Human_Male;Vfx_Eyes_Red_Flame_Halfelf_Male,360,Eye glow; red flame human male; location head; colors red,Head,Red,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/3/33/Eyes.human.male.red.jpg
EYES,VFX_EYES_RED_FLAME_HALFELF_FEMALE,Vfx_Eyes_Red_Flame_Human_Female;Vfx_Eyes_Red_Flame_Halfelf_Female,361,Eye glow; red flame halfelf female; location head; colors red,Head,Red,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/f/f2/Eyes.human.female.red.jpg
