"Type","Key","DisplayName","SemanticCategory","Rank","IconResRef","SourcePath","Alignment"
"Ability","OpeningCutTechnique","Opening Cut","Passive","","ife_mopencut","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","OpportunistStance1","OpportunistStance1","Self","1","ife_oppstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","OrdnanceStance1","OrdnanceStance1","Self","1","ife_ordstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Overload","Overload","Self","","ife_overload","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","OverloadBarrage1","OverloadBarrage1","Harmful","1","ife_ovrldbarr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","OverloadShotTechnique","OverloadShotTechnique","Harmful","","ife_ovld_shot","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PacificationField1","PacificationField1","Deployable","1","ife_pacfield1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PackHarrier","PackHarrier","Control","","ife_packharr","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PackHarrierTechnique","Pack Harrier","Control","","ife_mpackharr","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PainSuppressant1","PainSuppressant1","Beneficial","1","ife_painspprs1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PainSuppressant2","PainSuppressant2","Beneficial","2","ife_painspprs2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PathogenStrike1","PathogenStrike1","Harmful","1","ife_pathstrk1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PathogenStrike2","PathogenStrike2","Harmful","2","ife_pathstrk2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PathogenStrike3","PathogenStrike3","Harmful","3","ife_pathstrk3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PathogenStrike4","PathogenStrike4","Harmful","4","ife_pathstrk4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PatternRecognitionTrait","PatternRecognitionTrait","Passive","","ife_pattern_rec","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PerceptiveStance1","PerceptiveStance1","Self","1","ife_percstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PerfectFlurry1","PerfectFlurry1","Harmful","1","ife_perfflurry1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PerfectThrow1","PerfectThrow1","Harmful","1","ife_prfctthrw1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PermafrostRuptureTechnique","PermafrostRuptureTechnique","Harmful","","ife_pfrost_rupt","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PiercingQuillsTechnique","PiercingQuillsTechnique","Harmful","","ife_pierce_qll","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PiercingRound1","PiercingRound1","Harmful","1","ife_piercernd1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PiercingRound2","PiercingRound2","Harmful","2","ife_piercernd2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PiercingRound3","PiercingRound3","Harmful","3","ife_piercernd3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PiercingToss1","PiercingToss1","Harmful","1","ife_piercetoss1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PiercingToss2","PiercingToss2","Harmful","2","ife_piercetoss2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PiercingToss3","PiercingToss3","Harmful","3","ife_piercetoss3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PiercingToss4","PiercingToss4","Harmful","4","ife_piercetoss4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PinningToss1","PinningToss1","Harmful","1","ife_pinningtoss1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PinningToss2","PinningToss2","Harmful","2","ife_pinningtoss2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PinningToss3","PinningToss3","Harmful","3","ife_pinningtoss3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PointBlankBurst1","PointBlankBurst1","Harmful","1","ife_ptblnkbrst1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PointBlankBurst2","PointBlankBurst2","Harmful","2","ife_ptblnkbrst2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PoisonBreath1","PoisonBreath1","Harmful","1","ife_psnbreath1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PoisonBreath2","PoisonBreath2","Harmful","2","ife_psnbreath2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PoisonBreath3","PoisonBreath3","Harmful","3","ife_psnbreath3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Pounce1","Pounce1","Harmful","1","ife_pounce1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Pounce2","Pounce2","Harmful","2","ife_pounce2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PouncingStrikeTechnique","PouncingStrikeTechnique","Harmful","","ife_pounce_strk","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PowerCell1","PowerCell1","Beneficial","1","ife_powercell1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PowerCell2","PowerCell2","Beneficial","2","ife_powercell2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PowerCell3","PowerCell3","Beneficial","3","ife_powercell3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PrecisionShotTechnique","PrecisionShotTechnique","Harmful","","ife_prec_shot","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PressTheAttack1","PressTheAttack1","Beneficial","1","ife_pressattack1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PressTheAttack2","PressTheAttack2","Beneficial","2","ife_pressattack2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PressTheAttack3","PressTheAttack3","Beneficial","3","ife_pressattack3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PressureLock","PressureLock","Control","","ife_preslock","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PressureLockTechnique","Pressure Lock","Control","","ife_mpreslock","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PrimalOverrun1","PrimalOverrun1","Harmful","1","ife_primovrn1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PsychicCry1","PsychicCry1","Harmful","1","ife_psychiccry1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PsychicCry2","PsychicCry2","Harmful","2","ife_psychiccry2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PsychicCry3","PsychicCry3","Harmful","3","ife_psychiccry3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PunishingGuard1","PunishingGuard1","Beneficial","1","ife_pungrd1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PunishingGuard2","PunishingGuard2","Beneficial","2","ife_pungrd2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PunishingStrike1","PunishingStrike1","Harmful","1","ife_punstrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PunishingStrike2","PunishingStrike2","Harmful","2","ife_punstrk2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","PurifyingWave1","PurifyingWave1","Harmful","1","ife_purifywave1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","QuickDraw1","QuickDraw1","Harmful","1","ife_quickdraw1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","QuickDraw2","QuickDraw2","Harmful","2","ife_quickdraw2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","QuickDraw3","QuickDraw3","Harmful","3","ife_quickdraw3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","QuickDraw4","QuickDraw4","Harmful","4","ife_quickdraw4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RadiantLance1","RadiantLance1","Harmful","1","ife_rdntlnc1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","RadiantLance2","RadiantLance2","Harmful","2","ife_rdntlnc2","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","RadiantLance3","RadiantLance3","Harmful","3","ife_rdntlnc3","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","RailDart1","RailDart1","Harmful","1","ife_raildart1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RailDart2","RailDart2","Harmful","2","ife_raildart2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RailDart3","RailDart3","Harmful","3","ife_raildart3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RainOfSteel1","RainOfSteel1","Harmful","1","ife_rnfstl1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RakingClawsTechnique","RakingClawsTechnique","Harmful","","ife_rake_claws","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RallyBreaker","RallyBreaker","Control","","ife_rallybrk","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RallyBreakerTechnique","Rally Breaker","Harmful","","ife_mrallybrk","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RallyingStandard1","RallyingStandard1","Beneficial","1","ife_rallystd1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RallyingStandard2","RallyingStandard2","Beneficial","2","ife_rallystd2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Rampage1","Rampage1","Harmful","1","ife_rampage1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Rampage2","Rampage2","Harmful","2","ife_rampage2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Rampart1","Rampart1","Beneficial","1","ife_rampart1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RampartHide1","RampartHide1","Harmful","1","ife_ramparthide1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RangefinderShot","RangefinderShot","Harmful","","ife_rngshot","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RangefinderShotTechnique","Rangefinder Shot","Passive","","ife_mrngshot","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RazorTrap1","RazorTrap1","Deployable","1","ife_razortrap1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RazorTrap2","RazorTrap2","Deployable","2","ife_razortrap2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ReapingStrike1","ReapingStrike1","Harmful","1","ife_reapstrk1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ReapingStrike2","ReapingStrike2","Harmful","2","ife_reapstrk2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ReapingStrike3","ReapingStrike3","Harmful","3","ife_reapstrk3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RedBloom1","RedBloom1","Harmful","1","ife_redbloom1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RemoteCharge1","RemoteCharge1","Harmful","1","ife_remotechrg1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RemoteCharge2","RemoteCharge2","Harmful","2","ife_remotechrg2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RendingBiteTechnique","Rending Bite","Passive","","ife_mrendbite","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RendingCarve","RendingCarve","Harmful","","ife_rendcarve","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RendingCarveTechnique","Rending Carve","Passive","","ife_mrendcarve","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RendingClaw1","RendingClaw1","Harmful","1","ife_rendingclaw1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RendingClaw2","RendingClaw2","Harmful","2","ife_rendingclaw2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RendingClaw3","RendingClaw3","Harmful","3","ife_rendingclaw3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RendingStrike1","RendingStrike1","Harmful","1","ife_rendstrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RendingStrike2","RendingStrike2","Harmful","2","ife_rendstrike2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Renewal1","Renewal1","Beneficial","1","ife_renewal1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","Renewal2","Renewal2","Beneficial","2","ife_renewal2","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","Renewal3","Renewal3","Beneficial","3","ife_renewal3","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","Reprisal1","Reprisal1","Harmful","1","ife_reprisal1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Reprisal2","Reprisal2","Harmful","2","ife_reprisal2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Resuscitation1","Resuscitation1","Beneficial","1","ife_resus1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Resuscitation2","Resuscitation2","Beneficial","2","ife_resus2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RibBreaker1","RibBreaker1","Harmful","1","ife_ribbreaker1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RibBreaker2","RibBreaker2","Harmful","2","ife_ribbreaker2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RibBreaker3","RibBreaker3","Harmful","3","ife_ribbreaker3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RimePounceTechnique","Rime Pounce","Passive","","ife_mrimepounce","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RiotBlade1","RiotBlade1","Harmful","1","ife_riotblade1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RiotBlade2","RiotBlade2","Harmful","2","ife_riotblade2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RiotBlade3","RiotBlade3","Harmful","3","ife_riotblade3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RiotBlade4","RiotBlade4","Harmful","4","ife_riotblade4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RousingShout1","RousingShout1","Beneficial","1","ife_roussht1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RousingShout2","RousingShout2","Beneficial","2","ife_roussht2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RousingShout3","RousingShout3","Beneficial","3","ife_roussht3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RuptureStrike1","RuptureStrike1","Harmful","1","ife_ruptstrk1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RuptureStrike2","RuptureStrike2","Harmful","2","ife_ruptstrk2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RuptureStrike3","RuptureStrike3","Harmful","3","ife_ruptstrk3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","RupturingQuakeTechnique","RupturingQuakeTechnique","Harmful","","ife_rupt_quake","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SaberCyclone1","SaberCyclone1","Harmful","1","ife_sabercycl1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SaberWard1","SaberWard1","Self","1","ife_saberward1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SaberWard2","SaberWard2","Self","2","ife_saberward2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SaberWard3","SaberWard3","Self","3","ife_saberward3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SaberWard4","SaberWard4","Self","4","ife_saberward4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SacrificialBlade1","SacrificialBlade1","Harmful","1","ife_sacbld1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SacrificialBlade2","SacrificialBlade2","Harmful","2","ife_sacbld2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SacrificialBlade3","SacrificialBlade3","Harmful","3","ife_sacbld3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SavageCleave1","SavageCleave1","Harmful","1","ife_savgclv1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SavageCleave2","SavageCleave2","Harmful","2","ife_savgclv2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SavageCleave3","SavageCleave3","Harmful","3","ife_savgclv3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SavageRoarTechnique","SavageRoarTechnique","Control","","ife_savage_roar","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ScorchingBreathTechnique","ScorchingBreathTechnique","Harmful","","ife_scorch_brth","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ScrapheapLockdown1","ScrapheapLockdown1","Harmful","1","ife_scraplckdwn1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ScrapperStance1","ScrapperStance1","Self","1","ife_scrapstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeismicSlamTechnique","SeismicSlamTechnique","Harmful","","ife_seis_slam","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SentinelStance1","SentinelStance1","Self","1","ife_sentstance1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SerpentsEclipse1","SerpentsEclipse1","Harmful","1","ife_srpntecl1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SerratedArc1","SerratedArc1","Harmful","1","ife_serratedarc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SerratedArc2","SerratedArc2","Harmful","2","ife_serratedarc2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SerratedArc3","SerratedArc3","Harmful","3","ife_serratedarc3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SerratedSlashTechnique","Serrated Slash","Passive","","ife_mserrslash","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeverFocus1","SeverFocus1","Harmful","1","ife_severfocus1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeverFocus2","SeverFocus2","Harmful","2","ife_severfocus2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeveringStrike1","SeveringStrike1","Harmful","1","ife_sevstrk1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeveringStrike2","SeveringStrike2","Harmful","2","ife_sevstrk2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeveringStrike3","SeveringStrike3","Harmful","3","ife_sevstrk3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeveringStrike4","SeveringStrike4","Harmful","4","ife_sevstrk4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeveringToss1","SeveringToss1","Harmful","1","ife_svrngtss1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SeveringToss2","SeveringToss2","Harmful","2","ife_sevtoss2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShadowflowStance1","ShadowflowStance1","Self","1","ife_shdwflstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShadowStep1","ShadowStep1","Self","1","ife_shadstep1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShadowStep2","ShadowStep2","Self","2","ife_shadstep2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShadowStrike1","ShadowStrike1","Harmful","1","ife_shdwstrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShadowStrike2","ShadowStrike2","Harmful","2","ife_shdwstrike2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShatteringStrike1","ShatteringStrike1","Harmful","1","ife_shatterstr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShatteringStrike2","ShatteringStrike2","Harmful","2","ife_shatterstr2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShelterCircle1","ShelterCircle1","Beneficial","1","ife_shltrcirc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShieldBash1","ShieldBash1","Harmful","1","ife_shieldbash1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShieldBash2","ShieldBash2","Harmful","2","ife_shieldbash2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShieldBash3","ShieldBash3","Harmful","3","ife_shieldbash3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShieldBash4","ShieldBash4","Harmful","4","ife_shieldbash4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Shielding1","Shielding1","Beneficial","1","ife_shielding1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Shielding2","Shielding2","Beneficial","2","ife_shielding2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Shielding3","Shielding3","Beneficial","3","ife_shielding3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShieldWall1","ShieldWall1","Beneficial","1","ife_shieldwall1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShieldWall2","ShieldWall2","Beneficial","2","ife_shieldwall2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShockBeacon1","ShockBeacon1","Harmful","1","ife_shockbeacon1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShockBeacon2","ShockBeacon2","Harmful","2","ife_shockbeacon2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShockTrap","ShockTrap","Deployable","","ife_shocktrap","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ShrapnelBurstTechnique","ShrapnelBurstTechnique","Harmful","","ife_shrap_brst","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SideAssault1","SideAssault1","Harmful","1","ife_sideassault1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SideAssault2","SideAssault2","Harmful","2","ife_sideassault2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SideAssault3","SideAssault3","Harmful","3","ife_sideassault3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SignalJammer1","SignalJammer1","Harmful","1","ife_signaljmmr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SignalSnare","SignalSnare","Control","","ife_sigsnare","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SignalSnareTechnique","Signal Snare","Control","","ife_msigsnare","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SkirmisherStance1","SkirmisherStance1","Self","1","ife_skirmstance1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Slam1","Slam1","Harmful","1","ife_slam1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Slam2","Slam2","Harmful","2","ife_slam2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Slam3","Slam3","Harmful","3","ife_slam3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Slam4","Slam4","Harmful","4","ife_slam4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SmokeBomb1","SmokeBomb1","Harmful","1","ife_smokebomb1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SmokeRound1","SmokeRound1","Harmful","1","ife_smokeround1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SnapRush","SnapRush","Harmful","","ife_snaprush","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SnapRushTechnique","Snap Rush","Self","","ife_msnaprush","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SniperStance1","SniperStance1","Self","1","ife_snipstance1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SonicBurst1","SonicBurst1","Control","1","ife_sonicburst1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SonicBurst2","SonicBurst2","Control","2","ife_sonicburst2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SonicBurst3","SonicBurst3","Control","3","ife_sonicburst3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SonicShriekTechnique","SonicShriekTechnique","Control","","ife_sonic_shrk","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulAscension1","SoulAscension1","Harmful","1","ife_soulscnsn1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulBurst1","SoulBurst1","Harmful","1","ife_soulbrst1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulBurst2","SoulBurst2","Harmful","2","ife_soulburst2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulDevourer1","SoulDevourer1","Self","1","ife_souldvrr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulStorm1","SoulStorm1","Beneficial","1","ife_soulstorm1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulStrike1","SoulStrike1","Harmful","1","ife_soulstrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulStrike2","SoulStrike2","Harmful","2","ife_soulstrike2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulStrike3","SoulStrike3","Harmful","3","ife_soulstrike3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SoulStrike4","SoulStrike4","Harmful","4","ife_soulstrike4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SpinningWhirl1","SpinningWhirl1","Harmful","1","ife_spinwhrl1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SpinningWhirl2","SpinningWhirl2","Harmful","2","ife_spinwhrl2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SpinningWhirl3","SpinningWhirl3","Harmful","3","ife_spinwhrl3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SplitGuardStrike1","SplitGuardStrike1","Harmful","1","ife_splgrdstr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SplitGuardStrike2","SplitGuardStrike2","Harmful","2","ife_splgrdstr2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SplitGuardStrike3","SplitGuardStrike3","Harmful","3","ife_splgrdstr3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SpotterStance1","SpotterStance1","Self","1","ife_spotstance1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StasisVolley1","StasisVolley1","Harmful","1","ife_stasisvlly1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StaticBurstTechnique","StaticBurstTechnique","Harmful","","ife_stat_burst","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StaticPalm1","StaticPalm1","Harmful","1","ife_staticpalm1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StaticPalm2","StaticPalm2","Harmful","2","ife_staticpalm2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StaticPalm3","StaticPalm3","Harmful","3","ife_staticpalm3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StaticWebTechnique","StaticWebTechnique","Harmful","","ife_static_web","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SteadyFormation1","SteadyFormation1","Beneficial","1","ife_steadyform1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SteadyFormation2","SteadyFormation2","Beneficial","2","ife_steadyform2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Stealth1","Stealth1","Self","1","ife_stealth1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Stealth2","Stealth2","Self","2","ife_stealth2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Stealth3","Stealth3","Self","3","ife_stealth3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Stealth4","Stealth4","Self","4","ife_stealth4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StimCanister","StimCanister","Harmful","","ife_stimcanister","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StimCanisterTechnique","Stim Canister","Beneficial","","ife_mstimcan","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StormRelease1","StormRelease1","Harmful","1","ife_stormrls1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StrikingCobra1","StrikingCobra1","Harmful","1","ife_strikecobra1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StrikingCobra2","StrikingCobra2","Harmful","2","ife_strikecobra2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StrikingCobra3","StrikingCobra3","Harmful","3","ife_strikecobra3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","StrikingCobra4","StrikingCobra4","Harmful","4","ife_strikecobra4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SunderingSweep1","SunderingSweep1","Harmful","1","ife_sundersweep1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SunderingSweep2","SunderingSweep2","Harmful","2","ife_sundersweep2","SWLOR_Haks\sw_2da\feat.2da",""
