"Verdict","Scope","Tab","BibleRow","Style","BiblePrice","CodePrice","PerkName","BibleSkillRequirements","CodeRequirements","BibleCharacterType","BibleType","BiblePrimaryStat","BibleSecondaryStat","BibleScalingSource","BibleCrossSkill","BibleFP","BibleSTM","BibleCastingTime","BibleCooldownTime","BibleDevStatus","BibleAdditionalRequirements","BibleNotes","BibleDescription","CodeDescription","CodePerk","GrantedFeats","AbilityEvidence","FeatDescriptionEvidence","SpellDescriptionEvidence","Findings"
"PASS","Scoped implemented","Beast Mastery","72","Tank","3.0","3","Intercept I","22.0","Beast Level 22; Beast Role Tank","Beast","Combat","MGT","PER","Design Added","","-","6.0","-","24 seconds","Implemented","Tank beast only","","The beast redirects 35% of the next hit taken by its master within 30 seconds to itself.","The beast redirects 35% of the next hit taken by its master within 30 seconds to itself.","Intercept/BeastTank/Intercept rank 1","Intercept1","Intercept1: InterceptAbilityDefinition.cs name='Intercept I' level=1 skill=BeastMastery activation=Casted FP=- STM=6 cast=0 cooldown=24","Intercept1: PASS exact Bible text TLK 5376","Intercept1: PASS exact Bible text TLK 5376",""
"PASS","Scoped implemented","Beast Mastery","73","Tank","3.0","3","Focus Attention II","25.0","Beast Level 25; Beast Role Tank","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Tank beast only","","The beast's enmity generation is increased by 30%.","The beast's enmity generation is increased by 30%.","FocusAttention/BeastTank/Focus Attention rank 2","","-","-","-",""
"PASS","Scoped implemented","Beast Mastery","74","Tank","4.0","4","Anger II","28.0","Beast Level 28; Beast Role Tank","Beast","Combat","MGT","PER","Design Added","","-","5.0","-","12 seconds","Implemented","Tank beast only","","Goads a single target into attacking the beast and grants the beast temporary HP equal to 15% of its maximum HP for 30 seconds.","Goads a single target into attacking the beast and grants the beast temporary HP equal to 15% of its maximum HP for 30 seconds.","Anger/BeastTank/Anger rank 2","Anger2","Anger2: AngerAbilityDefinition.cs name='Anger II' level=2 skill=BeastMastery activation=Casted FP=- STM=5 cast=0 cooldown=12","Anger2: PASS exact Bible text TLK 5380","Anger2: PASS exact Bible text TLK 5380",""
"PASS","Scoped implemented","Beast Mastery","75","Tank","3.0","3","Bodyguard's Resolve","30.0","Beast Level 30; Beast Role Tank","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Tank beast only","","The beast takes 10% less damage while its master is below 50% HP.","The beast takes 10% less damage while its master is below 50% HP.","BodyguardsResolve/BeastTank/Bodyguard's Resolve rank 1","BodyguardsResolveTrait","BodyguardsResolveTrait: no active ability definition","BodyguardsResolveTrait: PASS exact Bible text TLK 4078","-",""
"PASS","Scoped implemented","Beast Mastery","76","Tank","4.0","4","Guarding Roar II","35.0","Beast Level 35; Beast Role Tank","Beast","Combat","MGT","PER","Design Added","","-","8.0","-","24 seconds","Implemented","Tank beast only","","Enemies within 5m are goaded into attacking the beast and the beast takes 10% less physical damage for 30 seconds.","Enemies within 5m are goaded into attacking the beast and the beast takes 10% less physical damage for 30 seconds.","GuardingRoar/BeastTank/Guarding Roar rank 2","GuardingRoar2","GuardingRoar2: GuardingRoarAbilityDefinition.cs name='Guarding Roar II' level=2 skill=BeastMastery activation=Casted FP=- STM=8 cast=0 cooldown=24","GuardingRoar2: PASS exact Bible text TLK 5383","GuardingRoar2: PASS exact Bible text TLK 5383",""
"PASS","Scoped implemented","Beast Mastery","77","Tank","3.0","3","Iron Hide III","38.0","Beast Level 38; Beast Role Tank","Beast","Combat","MGT","PER","Design Added","","-","6.0","-","18 seconds","Implemented","Tank beast only","","The beast takes 12% less physical and force damage for 3 minutes.","The beast takes 12% less physical and force damage for 3 minutes.","IronHide/BeastTank/Iron Hide rank 3","IronHide3","IronHide3: IronHideAbilityDefinition.cs name='Iron Hide III' level=3 skill=BeastMastery activation=Casted FP=- STM=6 cast=0 cooldown=18","IronHide3: PASS exact Bible text TLK 3276","IronHide3: PASS exact Bible text TLK 3276",""
"PASS","Scoped implemented","Beast Mastery","78","Tank","3.0","3","Intercept II","40.0","Beast Level 40; Beast Role Tank","Beast","Combat","MGT","PER","Design Added","","-","8.0","-","24 seconds","Implemented","Tank beast only","","The beast redirects 50% of the next hit taken by its master within 30 seconds to itself.","The beast redirects 50% of the next hit taken by its master within 30 seconds to itself.","Intercept/BeastTank/Intercept rank 2","Intercept2","Intercept2: InterceptAbilityDefinition.cs name='Intercept II' level=2 skill=BeastMastery activation=Casted FP=- STM=8 cast=0 cooldown=24","Intercept2: PASS exact Bible text TLK 5385","Intercept2: PASS exact Bible text TLK 5385",""
"PASS","Scoped implemented","Beast Mastery","79","Tank","4.0","4","Focus Attention III","42.0","Beast Level 42; Beast Role Tank","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Tank beast only","","The beast's enmity generation is increased by 45% and Anger cooldown is reduced by 3 seconds.","The beast's enmity generation is increased by 45% and Anger cooldown is reduced by 3 seconds.","FocusAttention/BeastTank/Focus Attention rank 3","","-","-","-",""
"PASS","Scoped implemented","Beast Mastery","80","Tank","4.0","4","Rampart Hide","45.0","Beast Level 45; Beast Role Tank","Beast","Combat","MGT","PER","Design Added","","-","9.0","-","45 seconds","Implemented","Tank beast only","","The beast gains 20% damage reduction for 30 seconds.","The beast gains 20% damage reduction for 30 seconds.","RampartHide/BeastTank/Rampart Hide rank 1","RampartHide1","RampartHide1: RampartHideAbilityDefinition.cs name='Rampart Hide' level=1 skill=BeastMastery activation=Casted FP=- STM=9 cast=0 cooldown=45","RampartHide1: PASS exact Bible text TLK 5388","RampartHide1: PASS exact Bible text TLK 5388",""
"PASS","Scoped implemented","Beast Mastery","81","Tank","4.0","4","Guarding Roar III","48.0","Beast Level 48; Beast Role Tank","Beast","Combat","MGT","PER","Design Added","","-","10.0","-","24 seconds","Implemented","Tank beast only","","Enemies within 5m are goaded into attacking the beast and the beast takes 15% less physical damage for 30 seconds.","Enemies within 5m are goaded into attacking the beast and the beast takes 15% less physical damage for 30 seconds.","GuardingRoar/BeastTank/Guarding Roar rank 3","GuardingRoar3","GuardingRoar3: GuardingRoarAbilityDefinition.cs name='Guarding Roar III' level=3 skill=BeastMastery activation=Casted FP=- STM=10 cast=0 cooldown=24","GuardingRoar3: PASS exact Bible text TLK 5391","GuardingRoar3: PASS exact Bible text TLK 5391",""
"PASS","Scoped implemented","Beast Mastery","82","Tank","4","4","Last Guardian","50.0","Beast Level 50; Beast Role Tank","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Tank beast only","","Once every 3 minutes, when the beast would take fatal damage, prevent that damage and grant temporary HP equal to 20% of its maximum HP for 30 seconds.","Once every 3 minutes, when the beast would take fatal damage, prevent that damage and grant temporary HP equal to 20% of its maximum HP for 30 seconds.","LastGuardian/BeastTank/Last Guardian rank 1","LastGuardianTrait","LastGuardianTrait: no active ability definition","LastGuardianTrait: PASS exact Bible text TLK 5211","-",""
"PASS","Scoped implemented","Beast Mastery","83","Tank","5.0","5","Unbreakable Beast","50.0","Beast Level 50; Beast Role Tank; Quest unbreakable_beast_mastery","Beast","Combat","MGT","PER","Design Added","","-","12.0","-","60 seconds","Implemented","Tank beast only","High-rank beast ability, not part of the shared player capstone pool.","The beast becomes immune to knockdown, daze, and forced movement for 30 seconds and gains 25% damage reduction.","The beast becomes immune to knockdown, daze, and forced movement for 30 seconds and gains 25% damage reduction.","UnbreakableBeast/BeastTank/Unbreakable Beast rank 1","UnbreakableBeast1","UnbreakableBeast1: UnbreakableBeastAbilityDefinition.cs name='Unbreakable Beast' level=1 skill=BeastMastery activation=Casted FP=- STM=12 cast=0 cooldown=60","UnbreakableBeast1: PASS exact Bible text TLK 5393","UnbreakableBeast1: PASS exact Bible text TLK 5393",""
"PASS","Scoped implemented","Beast Mastery","86","Balanced","2.0","2","Claw I","5.0","Beast Level 5; Beast Role Balanced","Beast","Combat","MGT","PER","Combat Formula","","-","3.0","-","10 seconds","Implemented","Balanced beast only","","The beast's next attack deals +10 physical DMG and attempts to inflict Bleed for 12 seconds.","The beast's next attack deals +10 physical DMG and attempts to inflict Bleed for 12 seconds.","Claw/BeastBalanced/Claw rank 1","Claw1","Claw1: ClawAbilityDefinition.cs name='Claw I' level=1 skill=BeastMastery activation=Casted FP=- STM=3 cast=0 cooldown=10","Claw1: PASS exact Bible text TLK 3088","Claw1: PASS exact Bible text TLK 3088",""
"PASS","Scoped implemented","Beast Mastery","87","Balanced","2.0","2","Bolster Attack I","8.0","Beast Level 8; Beast Role Balanced","Beast","Combat","MGT","PER","Design Added","","-","3.0","-","18 seconds","Implemented","Balanced beast only","","The beast deals 5% more damage for 3 minutes.","The beast deals 5% more damage for 3 minutes.","BolsterAttack/BeastBalanced/Bolster Attack rank 1","BolsterAttack1","BolsterAttack1: BolsterAttackAbilityDefinition.cs name='Bolster Attack I' level=1 skill=BeastMastery activation=Casted FP=- STM=3 cast=0 cooldown=18","BolsterAttack1: PASS exact Bible text TLK 3071","BolsterAttack1: PASS exact Bible text TLK 3071",""
"PASS","Scoped implemented","Beast Mastery","88","Balanced","3.0","3","Guarded Bite I","12.0","Beast Level 12; Beast Role Balanced","Beast","Combat","MGT","PER","Combat Formula","","-","4.0","-","12 seconds","Implemented","Balanced beast only","","The beast's next attack deals +12 physical DMG and causes the beast to take 5% less physical damage for 30 seconds.","The beast's next attack deals +12 physical DMG and causes the beast to take 5% less physical damage for 30 seconds.","GuardedBite/BeastBalanced/Guarded Bite rank 1","GuardedBite1","GuardedBite1: GuardedBiteAbilityDefinition.cs name='Guarded Bite I' level=1 skill=BeastMastery activation=Casted FP=- STM=4 cast=0 cooldown=12","GuardedBite1: PASS exact Bible text TLK 5394","GuardedBite1: PASS exact Bible text TLK 5394",""
"PASS","Scoped implemented","Beast Mastery","89","Balanced","3.0","3","Pack Rhythm I","15.0","Beast Level 15; Beast Role Balanced","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Balanced beast only","","When the beast uses an ability, its master gains +3% physical and force ability hit chance for 30 seconds.","When the beast uses an ability, its master gains +3% physical and force ability hit chance for 30 seconds.","PackRhythm/BeastBalanced/Pack Rhythm rank 1","PackRhythmTrait","PackRhythmTrait: no active ability definition","PackRhythmTrait: PASS exact Bible text TLK 192548","-",""
"PASS","Scoped implemented","Beast Mastery","90","Balanced","3.0","3","Claw II","18.0","Beast Level 18; Beast Role Balanced","Beast","Combat","MGT","PER","Combat Formula","","-","4.0","-","10 seconds","Implemented","Balanced beast only","","The beast's next attack deals +18 physical DMG and attempts to inflict Bleed for 12 seconds.","The beast's next attack deals +18 physical DMG and attempts to inflict Bleed for 12 seconds.","Claw/BeastBalanced/Claw rank 2","Claw2","Claw2: ClawAbilityDefinition.cs name='Claw II' level=2 skill=BeastMastery activation=Casted FP=- STM=4 cast=0 cooldown=10","Claw2: PASS exact Bible text TLK 3089","Claw2: PASS exact Bible text TLK 3089",""
"PASS","Scoped implemented","Beast Mastery","91","Balanced","3.0","3","Hasten I","22.0","Beast Level 22; Beast Role Balanced","Beast","Combat","MGT","PER","Design Added","","-","5.0","-","30 seconds","Implemented","Balanced beast only","","The beast gains +15% Haste for 30 seconds.","The beast gains +15% Haste for 30 seconds.","Hasten/BeastBalanced/Hasten rank 1","Hasten1","Hasten1: HastenAbilityDefinition.cs name='Hasten I' level=1 skill=BeastMastery activation=Casted FP=- STM=5 cast=0 cooldown=30","Hasten1: PASS exact Bible text TLK 5395","Hasten1: PASS exact Bible text TLK 5395",""
"PASS","Scoped implemented","Beast Mastery","92","Balanced","2.0","2","Bolster Attack II","25.0","Beast Level 25; Beast Role Balanced","Beast","Combat","MGT","PER","Design Added","","-","4.0","-","18 seconds","Implemented","Balanced beast only","","The beast deals 8% more damage for 3 minutes.","The beast deals 8% more damage for 3 minutes.","BolsterAttack/BeastBalanced/Bolster Attack rank 2","BolsterAttack2","BolsterAttack2: BolsterAttackAbilityDefinition.cs name='Bolster Attack II' level=2 skill=BeastMastery activation=Casted FP=- STM=4 cast=0 cooldown=18","BolsterAttack2: PASS exact Bible text TLK 3072","BolsterAttack2: PASS exact Bible text TLK 3072",""
"PASS","Scoped implemented","Beast Mastery","93","Balanced","4.0","4","Coordinated Strike I","28.0","Beast Level 28; Beast Role Balanced","Beast","Combat","MGT","PER","Combat Formula","","-","5.0","-","15 seconds","Implemented","Balanced beast only","","The beast's next attack deals +18 physical DMG. If its master damaged the target within 6 seconds, damage increases by 25%.","The beast's next attack deals +18 physical DMG. If its master damaged the target within 6 seconds, damage increases by 25%.","CoordinatedStrike/BeastBalanced/Coordinated Strike rank 1","CoordinatedStrike1","CoordinatedStrike1: CoordinatedStrikeAbilityDefinition.cs name='Coordinated Strike I' level=1 skill=BeastMastery activation=Casted FP=- STM=5 cast=0 cooldown=15","CoordinatedStrike1: PASS exact Bible text TLK 3108","CoordinatedStrike1: PASS exact Bible text TLK 3108",""
"PASS","Scoped implemented","Beast Mastery","94","Balanced","3.0","3","Guarded Bite II","30.0","Beast Level 30; Beast Role Balanced","Beast","Combat","MGT","PER","Combat Formula","","-","5.0","-","12 seconds","Implemented","Balanced beast only","","The beast's next attack deals +22 physical DMG and causes the beast to take 8% less physical damage for 30 seconds.","The beast's next attack deals +22 physical DMG and causes the beast to take 8% less physical damage for 30 seconds.","GuardedBite/BeastBalanced/Guarded Bite rank 2","GuardedBite2","GuardedBite2: GuardedBiteAbilityDefinition.cs name='Guarded Bite II' level=2 skill=BeastMastery activation=Casted FP=- STM=5 cast=0 cooldown=12","GuardedBite2: PASS exact Bible text TLK 5397","GuardedBite2: PASS exact Bible text TLK 5397",""
"PASS","Scoped implemented","Beast Mastery","95","Balanced","4.0","4","Pack Rhythm II","35.0","Beast Level 35; Beast Role Balanced","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Balanced beast only","","When the beast uses an ability, its master gains +6% physical and force ability hit chance for 30 seconds.","When the beast uses an ability, its master gains +6% physical and force ability hit chance for 30 seconds.","PackRhythm/BeastBalanced/Pack Rhythm rank 2","","-","-","-",""
"PASS","Scoped implemented","Beast Mastery","96","Balanced","3.0","3","Claw III","38.0","Beast Level 38; Beast Role Balanced","Beast","Combat","MGT","PER","Combat Formula","","-","6.0","-","10 seconds","Implemented","Balanced beast only","","The beast's next attack deals +28 physical DMG and attempts to inflict Bleed for 12 seconds.","The beast's next attack deals +28 physical DMG and attempts to inflict Bleed for 12 seconds.","Claw/BeastBalanced/Claw rank 3","Claw3","Claw3: ClawAbilityDefinition.cs name='Claw III' level=3 skill=BeastMastery activation=Casted FP=- STM=6 cast=0 cooldown=10","Claw3: PASS exact Bible text TLK 3090","Claw3: PASS exact Bible text TLK 3090",""
"PASS","Scoped implemented","Beast Mastery","97","Balanced","3.0","3","Hasten II","40.0","Beast Level 40; Beast Role Balanced","Beast","Combat","MGT","PER","Design Added","","-","7.0","-","30 seconds","Implemented","Balanced beast only","","The beast gains +25% Haste for 30 seconds.","The beast gains +25% Haste for 30 seconds.","Hasten/BeastBalanced/Hasten rank 2","Hasten2","Hasten2: HastenAbilityDefinition.cs name='Hasten II' level=2 skill=BeastMastery activation=Casted FP=- STM=7 cast=0 cooldown=30","Hasten2: PASS exact Bible text TLK 5398","Hasten2: PASS exact Bible text TLK 5398",""
"PASS","Scoped implemented","Beast Mastery","98","Balanced","4.0","4","Bolster Attack III","42.0","Beast Level 42; Beast Role Balanced","Beast","Combat","MGT","PER","Design Added","","-","6.0","-","18 seconds","Implemented","Balanced beast only","","The beast deals 12% more damage for 3 minutes.","The beast deals 12% more damage for 3 minutes.","BolsterAttack/BeastBalanced/Bolster Attack rank 3","BolsterAttack3","BolsterAttack3: BolsterAttackAbilityDefinition.cs name='Bolster Attack III' level=3 skill=BeastMastery activation=Casted FP=- STM=6 cast=0 cooldown=18","BolsterAttack3: PASS exact Bible text TLK 3073","BolsterAttack3: PASS exact Bible text TLK 3073",""
"PASS","Scoped implemented","Beast Mastery","99","Balanced","4.0","4","Coordinated Strike II","45.0","Beast Level 45; Beast Role Balanced","Beast","Combat","MGT","PER","Combat Formula","","-","7.0","-","15 seconds","Implemented","Balanced beast only","","The beast's next attack deals +30 physical DMG. If its master damaged the target within 6 seconds, damage increases by 25%.","The beast's next attack deals +30 physical DMG. If its master damaged the target within 6 seconds, damage increases by 25%.","CoordinatedStrike/BeastBalanced/Coordinated Strike rank 2","CoordinatedStrike2","CoordinatedStrike2: CoordinatedStrikeAbilityDefinition.cs name='Coordinated Strike II' level=2 skill=BeastMastery activation=Casted FP=- STM=7 cast=0 cooldown=15","CoordinatedStrike2: PASS exact Bible text TLK 3110","CoordinatedStrike2: PASS exact Bible text TLK 3110",""
"PASS","Scoped implemented","Beast Mastery","100","Balanced","4.0","4","Pack Recovery","48.0","Beast Level 48; Beast Role Balanced","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Balanced beast only","Converted from separate active ability to Trait row for the 4-6 active-button budget. Former active values: STM 8; cooldown 90 seconds.","When your beast uses a Balanced active ability, the beast and master each restore 1 STM. This can trigger once every 8 seconds.","When your beast uses a Balanced active ability, the beast and master each restore 1 STM. This can trigger once every 8 seconds.","PackRecovery/BeastBalanced/Pack Recovery rank 1","PackRecoveryTrait","PackRecoveryTrait: no active ability definition","PackRecoveryTrait: PASS exact Bible text TLK 4000","-",""
"PASS","Scoped implemented","Beast Mastery","101","Balanced","3.0","3","Guarded Bite III","50.0","Beast Level 50; Beast Role Balanced","Beast","Combat","MGT","PER","Combat Formula","","-","8.0","-","12 seconds","Implemented","Balanced beast only","","The beast's next attack deals +34 physical DMG and causes the beast to take 12% less physical damage for 30 seconds.","The beast's next attack deals +34 physical DMG and causes the beast to take 12% less physical damage for 30 seconds.","GuardedBite/BeastBalanced/Guarded Bite rank 3","GuardedBite3","GuardedBite3: GuardedBiteAbilityDefinition.cs name='Guarded Bite III' level=3 skill=BeastMastery activation=Casted FP=- STM=8 cast=0 cooldown=12","GuardedBite3: PASS exact Bible text TLK 5399","GuardedBite3: PASS exact Bible text TLK 5399",""
"PASS","Scoped implemented","Beast Mastery","102","Balanced","5.0","5","Alpha Rhythm","50.0","Beast Level 50; Beast Role Balanced; Quest alpha_rhythm_mastery","Beast","Combat","MGT","PER","Design Added","","-","10.0","-","45 seconds","Implemented","Balanced beast only","High-rank beast ability, not part of the shared player capstone pool.","For 30 seconds, the beast deals 10% more damage and takes 10% less damage, and its master gains +8% physical and force ability hit chance.","For 30 seconds, the beast deals 10% more damage and takes 10% less damage, and its master gains +8% physical and force ability hit chance.","AlphaRhythm/BeastBalanced/Alpha Rhythm rank 1","AlphaRhythm1","AlphaRhythm1: AlphaRhythmAbilityDefinition.cs name='Alpha Rhythm' level=1 skill=BeastMastery activation=Casted FP=- STM=10 cast=0 cooldown=45","AlphaRhythm1: PASS exact Bible text TLK 5291","AlphaRhythm1: PASS exact Bible text TLK 5291",""
"PASS","Scoped implemented","Beast Mastery","105","Bruiser","2.0","2","Poison Breath I","5.0","Beast Level 5; Beast Role Bruiser","Beast","Combat","MGT","PER","Combat Formula","","-","4.0","-","15 seconds","Implemented","Bruiser beast only","Hostiles only. If cone AI remains unstable, implement as a hostile-only target-centered burst.","The beast breathes poison at hostile targets in a 6m x 5m cone, dealing 10 poison DMG plus MGT scaling and attempting to inflict Poison for 12 seconds.","The beast breathes poison at hostile targets in a 6m x 5m cone, dealing 10 poison DMG plus MGT scaling and attempting to inflict Poison for 12 seconds.","PoisonBreath/BeastBruiser/Poison Breath rank 1","PoisonBreath1","PoisonBreath1: PoisonBreathAbilityDefinition.cs name='Poison Breath I' level=1 skill=BeastMastery activation=Casted FP=- STM=4 cast=0 cooldown=15","PoisonBreath1: PASS exact Bible text TLK 4003","PoisonBreath1: PASS exact Bible text TLK 4003",""
"PASS","Scoped implemented","Beast Mastery","106","Bruiser","2.0","2","Ice Breath I","8.0","Beast Level 8; Beast Role Bruiser","Beast","Combat","MGT","PER","Combat Formula","","-","4.0","-","15 seconds","Implemented","Bruiser beast only","Hostiles only. If cone AI remains unstable, implement as a hostile-only target-centered burst.","The beast breathes ice at hostile targets in a 6m x 5m cone, dealing 10 ice DMG plus MGT scaling and slowing affected enemies for 4 seconds.","The beast breathes ice at hostile targets in a 6m x 5m cone, dealing 10 ice DMG plus MGT scaling and slowing affected enemies for 4 seconds.","IceBreath/BeastBruiser/Ice Breath rank 1","IceBreath1","IceBreath1: IceBreathAbilityDefinition.cs name='Ice Breath I' level=1 skill=BeastMastery activation=Casted FP=- STM=4 cast=0 cooldown=15","IceBreath1: PASS exact Bible text TLK 5292","IceBreath1: PASS exact Bible text TLK 5292",""
"PASS","Scoped implemented","Beast Mastery","107","Bruiser","3.0","3","Crushing Slam I","12.0","Beast Level 12; Beast Role Bruiser","Beast","Combat","MGT","PER","Combat Formula","","-","5.0","-","24 seconds","Implemented","Bruiser beast only","Hostiles only.","The beast slams hostile enemies within 5m for 10 physical DMG plus MGT scaling and Dazes them for 15 seconds.","The beast slams hostile enemies within 5m for 10 physical DMG plus MGT scaling and Dazes them for 15 seconds.","CrushingSlam/BeastBruiser/Crushing Slam rank 1","CrushingSlam1","CrushingSlam1: CrushingSlamAbilityDefinition.cs name='Crushing Slam I' level=1 skill=BeastMastery activation=Casted FP=- STM=5 cast=0 cooldown=24","CrushingSlam1: PASS exact Bible text TLK 5293","CrushingSlam1: PASS exact Bible text TLK 5293",""
"PASS","Scoped implemented","Beast Mastery","108","Bruiser","3.0","3","Endurance Link I","15.0","Beast Level 15; Beast Role Bruiser","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Bruiser beast only","","The beast has a 10% chance to restore 1 STM to its master when it lands an attack.","The beast has a 10% chance to restore 1 STM to its master when it lands an attack.","EnduranceLink/BeastBruiser/Endurance Link rank 1","EnduranceLinkTrait","EnduranceLinkTrait: no active ability definition","EnduranceLinkTrait: PASS exact Bible text TLK 4069","-",""
"PASS","Scoped implemented","Beast Mastery","109","Bruiser","3.0","3","Poison Breath II","18.0","Beast Level 18; Beast Role Bruiser","Beast","Combat","MGT","PER","Combat Formula","","-","5.0","-","15 seconds","Implemented","Bruiser beast only","Hostiles only. If cone AI remains unstable, implement as a hostile-only target-centered burst.","The beast breathes poison at hostile targets in a 6m x 5m cone, dealing 14 poison DMG plus MGT scaling and attempting to inflict Poison for 12 seconds.","The beast breathes poison at hostile targets in a 6m x 5m cone, dealing 14 poison DMG plus MGT scaling and attempting to inflict Poison for 12 seconds.","PoisonBreath/BeastBruiser/Poison Breath rank 2","PoisonBreath2","PoisonBreath2: PoisonBreathAbilityDefinition.cs name='Poison Breath II' level=2 skill=BeastMastery activation=Casted FP=- STM=5 cast=0 cooldown=15","PoisonBreath2: PASS exact Bible text TLK 4004","PoisonBreath2: PASS exact Bible text TLK 4004",""
"PASS","Scoped implemented","Beast Mastery","110","Bruiser","3.0","3","Venomous Hide I","22.0","Beast Level 22; Beast Role Bruiser","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Bruiser beast only","","Enemies that damage the beast in melee have a 10% chance to suffer 8 poison DMG plus MGT scaling.","Enemies that damage the beast in melee have a 10% chance to suffer 8 poison DMG plus MGT scaling.","VenomousHide/BeastBruiser/Venomous Hide rank 1","VenomousHideTrait","VenomousHideTrait: no active ability definition","VenomousHideTrait: PASS exact Bible text TLK 4070","-",""
"PASS","Scoped implemented","Beast Mastery","111","Bruiser","3","3","Ice Breath II","25.0","Beast Level 25; Beast Role Bruiser","Beast","Combat","MGT","PER","Combat Formula","","-","5.0","-","15 seconds","Implemented","Bruiser beast only","Hostiles only. If cone AI remains unstable, implement as a hostile-only target-centered burst.","The beast breathes ice at hostile targets in a 6m x 5m cone, dealing 14 ice DMG plus MGT scaling and slowing affected enemies for 5 seconds.","The beast breathes ice at hostile targets in a 6m x 5m cone, dealing 14 ice DMG plus MGT scaling and slowing affected enemies for 5 seconds.","IceBreath/BeastBruiser/Ice Breath rank 2","IceBreath2","IceBreath2: IceBreathAbilityDefinition.cs name='Ice Breath II' level=2 skill=BeastMastery activation=Casted FP=- STM=5 cast=0 cooldown=15","IceBreath2: PASS exact Bible text TLK 5294","IceBreath2: PASS exact Bible text TLK 5294",""
"PASS","Scoped implemented","Beast Mastery","112","Bruiser","4.0","4","Crushing Slam II","28.0","Beast Level 28; Beast Role Bruiser","Beast","Combat","MGT","PER","Combat Formula","","-","7.0","-","24 seconds","Implemented","Bruiser beast only","Hostiles only.","The beast slams hostile enemies within 5m for 14 physical DMG plus MGT scaling and Dazes them for 15 seconds.","The beast slams hostile enemies within 5m for 14 physical DMG plus MGT scaling and Dazes them for 15 seconds.","CrushingSlam/BeastBruiser/Crushing Slam rank 2","CrushingSlam2","CrushingSlam2: CrushingSlamAbilityDefinition.cs name='Crushing Slam II' level=2 skill=BeastMastery activation=Casted FP=- STM=7 cast=0 cooldown=24","CrushingSlam2: PASS exact Bible text TLK 5295","CrushingSlam2: PASS exact Bible text TLK 5295",""
"PASS","Scoped implemented","Beast Mastery","113","Bruiser","3.0","3","Endurance Link II","30.0","Beast Level 30; Beast Role Bruiser","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Bruiser beast only","","The beast has a 20% chance to restore 1 STM to its master when it lands an attack.","The beast has a 20% chance to restore 1 STM to its master when it lands an attack.","EnduranceLink/BeastBruiser/Endurance Link rank 2","","-","-","-",""
"PASS","Scoped implemented","Beast Mastery","114","Bruiser","3.0","3","Rampage I","35.0","Beast Level 35; Beast Role Bruiser","Beast","Combat","MGT","PER","Combat Formula","","-","7.0","-","24 seconds","Implemented","Bruiser beast only","Hostiles only.","The beast attacks up to 3 hostile enemies within 5m for 10 physical DMG plus MGT scaling each.","The beast attacks up to 3 hostile enemies within 5m for 10 physical DMG plus MGT scaling each.","Rampage/BeastBruiser/Rampage rank 1","Rampage1","Rampage1: RampageAbilityDefinition.cs name='Rampage I' level=1 skill=BeastMastery activation=Casted FP=- STM=7 cast=0 cooldown=24","Rampage1: PASS exact Bible text TLK 4012","Rampage1: PASS exact Bible text TLK 4012",""
"PASS","Scoped implemented","Beast Mastery","115","Bruiser","3.0","3","Poison Breath III","38.0","Beast Level 38; Beast Role Bruiser","Beast","Combat","MGT","PER","Combat Formula","","-","7.0","-","15 seconds","Implemented","Bruiser beast only","Hostiles only. If cone AI remains unstable, implement as a hostile-only target-centered burst.","The beast breathes poison at hostile targets in a 6m x 5m cone, dealing 18 poison DMG plus MGT scaling and attempting to inflict Poison for 12 seconds.","The beast breathes poison at hostile targets in a 6m x 5m cone, dealing 18 poison DMG plus MGT scaling and attempting to inflict Poison for 12 seconds.","PoisonBreath/BeastBruiser/Poison Breath rank 3","PoisonBreath3","PoisonBreath3: PoisonBreathAbilityDefinition.cs name='Poison Breath III' level=3 skill=BeastMastery activation=Casted FP=- STM=7 cast=0 cooldown=15","PoisonBreath3: PASS exact Bible text TLK 4005","PoisonBreath3: PASS exact Bible text TLK 4005",""
"PASS","Scoped implemented","Beast Mastery","116","Bruiser","3.0","3","Venomous Hide II","40.0","Beast Level 40; Beast Role Bruiser","Beast","Trait","MGT","PER","Design Added","","-","-","-","-","Implemented","Bruiser beast only","","Enemies that damage the beast in melee have a 20% chance to suffer 8 poison DMG plus MGT scaling.","Enemies that damage the beast in melee have a 20% chance to suffer 8 poison DMG plus MGT scaling.","VenomousHide/BeastBruiser/Venomous Hide rank 2","","-","-","-",""
