TrackerRow,Group,Perk,OriginalTestStatus,BibleTab,BibleRow,MetadataReview,CodePerk,AbilityEvidence,ReviewOutcome
612,Mimicry,Opening Cut,Not Tested,Mimicry,63,PASS,OpeningCutTechnique/OpeningCutTechniqueAbilityDefinition/Mimicry rank 41,OpeningCutTechnique: OpeningCutTechniqueAbilityDefinition.cs name='Opening Cut' level=1 skill=Mimicry activation=Invalid FP=- STM=- cast=0 cooldown=- mimicryRank=41 slots=2 trait=True stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
613,Mimicry,Pack Harrier,Not Tested,Mimicry,64,PASS,PackHarrierTechnique/PackHarrierTechniqueAbilityDefinition/Mimicry rank 42,PackHarrierTechnique: PackHarrierTechniqueAbilityDefinition.cs name='Pack Harrier' level=1 skill=Mimicry activation=Casted FP=- STM=7 cast=0.8 cooldown=18 mimicryRank=42 slots=2 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
614,Mimicry,Permafrost Rupture,Not Tested,Mimicry,65,PASS,PermafrostRuptureTechnique/PermafrostRuptureTechniqueAbilityDefinition/Mimicry rank 39,PermafrostRuptureTechnique: PermafrostRuptureTechniqueAbilityDefinition.cs name='Permafrost Rupture' level=1 skill=Mimicry activation=Casted FP=- STM=8 cast=2 cooldown=24 mimicryRank=39 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
615,Mimicry,Rally Breaker,Not Tested,Mimicry,66,PASS,RallyBreakerTechnique/RallyBreakerTechniqueAbilityDefinition/Mimicry rank 42,RallyBreakerTechnique: RallyBreakerTechniqueAbilityDefinition.cs name='Rally Breaker' level=1 skill=Mimicry activation=Casted FP=- STM=7 cast=0.8 cooldown=18 mimicryRank=42 slots=2 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
617,Mimicry,Seismic Slam,Not Tested,Mimicry,68,PASS,SeismicSlamTechnique/SeismicSlamTechniqueAbilityDefinition/Mimicry rank 27,SeismicSlamTechnique: SeismicSlamTechniqueAbilityDefinition.cs name='Seismic Slam' level=1 skill=Mimicry activation=Casted FP=- STM=8 cast=2 cooldown=24 mimicryRank=27 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
618,Mimicry,Shrapnel Burst,Not Tested,Mimicry,69,PASS,ShrapnelBurstTechnique/ShrapnelBurstTechniqueAbilityDefinition/Mimicry rank 16,ShrapnelBurstTechnique: ShrapnelBurstTechniqueAbilityDefinition.cs name='Shrapnel Burst' level=1 skill=Mimicry activation=Casted FP=- STM=8 cast=1.4 cooldown=24 mimicryRank=16 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
619,Mimicry,Signal Snare,Not Tested,Mimicry,70,PASS,SignalSnareTechnique/SignalSnareTechniqueAbilityDefinition/Mimicry rank 41,SignalSnareTechnique: SignalSnareTechniqueAbilityDefinition.cs name='Signal Snare' level=1 skill=Mimicry activation=Casted FP=- STM=7 cast=0.8 cooldown=18 mimicryRank=41 slots=2 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
620,Mimicry,Static Burst,Not Tested,Mimicry,71,PASS,StaticBurstTechnique/StaticBurstTechniqueAbilityDefinition/Mimicry rank 43,StaticBurstTechnique: StaticBurstTechniqueAbilityDefinition.cs name='Static Burst' level=1 skill=Mimicry activation=Casted FP=- STM=8 cast=1.4 cooldown=24 mimicryRank=43 slots=3 trait=False stance=False,Limit extra arcs to two per cast; arc base damage receives analyzer potency.
621,Mimicry,Stim Canister,Retest,Mimicry,72,PASS,StimCanisterTechnique/StimCanisterTechniqueAbilityDefinition/Mimicry rank 43,StimCanisterTechnique: StimCanisterTechniqueAbilityDefinition.cs name='Stim Canister' level=1 skill=Mimicry activation=Casted FP=- STM=8 cast=1.2 cooldown=45 mimicryRank=43 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
622,Mimicry,Toxic Cloud,Not Tested,Mimicry,73,PASS,ToxicCloudTechnique/ToxicCloudTechniqueAbilityDefinition/Mimicry rank 33,ToxicCloudTechnique: ToxicCloudTechniqueAbilityDefinition.cs name='Toxic Cloud' level=1 skill=Mimicry activation=Casted FP=- STM=8 cast=1.6 cooldown=24 mimicryRank=33 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
625,Mimicry,Cryo Bile,Retest,Mimicry,76,PASS,CryoBileTechnique/CryoBileTechniqueAbilityDefinition/Mimicry rank 40,CryoBileTechnique: CryoBileTechniqueAbilityDefinition.cs name='Cryo Bile' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1.6 cooldown=30 mimicryRank=40 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
626,Mimicry,Final Eclipse,Not Tested,Mimicry,77,PASS,FinalEclipseTechnique/FinalEclipseTechniqueAbilityDefinition/Mimicry rank 50,FinalEclipseTechnique: FinalEclipseTechniqueAbilityDefinition.cs name='Final Eclipse' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1.4 cooldown=30 mimicryRank=50 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
627,Mimicry,Final Line,Not Tested,Mimicry,78,PASS,FinalLineTechnique/FinalLineTechniqueAbilityDefinition/Mimicry rank 49,FinalLineTechnique: FinalLineTechniqueAbilityDefinition.cs name='Final Line' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1.4 cooldown=30 mimicryRank=49 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
628,Mimicry,Final Mandate,Not Tested,Mimicry,79,PASS,FinalMandateTechnique/FinalMandateTechniqueAbilityDefinition/Mimicry rank 49,FinalMandateTechnique: FinalMandateTechniqueAbilityDefinition.cs name='Final Mandate' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1 cooldown=30 mimicryRank=49 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
629,Mimicry,Final Suppression,Not Tested,Mimicry,80,PASS,FinalSuppressionTechnique/FinalSuppressionTechniqueAbilityDefinition/Mimicry rank 48,FinalSuppressionTechnique: FinalSuppressionTechniqueAbilityDefinition.cs name='Final Suppression' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1.4 cooldown=30 mimicryRank=48 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
630,Mimicry,Finishing Drive,Not Tested,Mimicry,81,PASS,FinishingDriveTechnique/FinishingDriveTechniqueAbilityDefinition/Mimicry rank 48,FinishingDriveTechnique: FinishingDriveTechniqueAbilityDefinition.cs name='Finishing Drive' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=0 cooldown=10 mimicryRank=48 slots=3 trait=False stance=False,"Approved cooldown reduced to 10 seconds; one stack per cast refreshes all stacks to 30 seconds, allowing three stacks."
631,Mimicry,Holdfast Slam,Not Tested,Mimicry,82,PASS,HoldfastSlamTechnique/HoldfastSlamTechniqueAbilityDefinition/Mimicry rank 44,HoldfastSlamTechnique: HoldfastSlamTechniqueAbilityDefinition.cs name='Holdfast Slam' level=1 skill=Mimicry activation=Casted FP=- STM=9 cast=1.3 cooldown=24 mimicryRank=44 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
632,Mimicry,Inferno Blast,Not Tested,Mimicry,83,PASS,InfernoBlastTechnique/InfernoBlastTechniqueAbilityDefinition/Mimicry rank 15,InfernoBlastTechnique: InfernoBlastTechniqueAbilityDefinition.cs name='Inferno Blast' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=2.5 cooldown=30 mimicryRank=15 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
633,Mimicry,Inner Circle Bind,Not Tested,Mimicry,84,PASS,InnerCircleBindTechnique/InnerCircleBindTechniqueAbilityDefinition/Mimicry rank 44,InnerCircleBindTechnique: InnerCircleBindTechniqueAbilityDefinition.cs name='Inner Circle Bind' level=1 skill=Mimicry activation=Casted FP=- STM=9 cast=1.3 cooldown=24 mimicryRank=44 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
634,Mimicry,Inner Circle Pounce,Not Tested,Mimicry,85,PASS,InnerCirclePounceTechnique/InnerCirclePounceTechniqueAbilityDefinition/Mimicry rank 46,InnerCirclePounceTechnique: InnerCirclePounceTechniqueAbilityDefinition.cs name='Inner Circle Pounce' level=1 skill=Mimicry activation=Casted FP=- STM=9 cast=1.3 cooldown=24 mimicryRank=46 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
635,Mimicry,Inner Circle Surge,Not Tested,Mimicry,86,PASS,InnerCircleSurgeTechnique/InnerCircleSurgeTechniqueAbilityDefinition/Mimicry rank 45,InnerCircleSurgeTechnique: InnerCircleSurgeTechniqueAbilityDefinition.cs name='Inner Circle Surge' level=1 skill=Mimicry activation=Casted FP=- STM=9 cast=1.3 cooldown=24 mimicryRank=45 slots=3 trait=False stance=False,Arc base damage receives analyzer potency.
636,Mimicry,Inner Circle Volley,Not Tested,Mimicry,87,PASS,InnerCircleVolleyTechnique/InnerCircleVolleyTechniqueAbilityDefinition/Mimicry rank 45,InnerCircleVolleyTechnique: InnerCircleVolleyTechniqueAbilityDefinition.cs name='Inner Circle Volley' level=1 skill=Mimicry activation=Casted FP=- STM=9 cast=1.3 cooldown=24 mimicryRank=45 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
637,Mimicry,Inner Ring Flurry,Not Tested,Mimicry,88,PASS,InnerRingFlurryTechnique/InnerRingFlurryTechniqueAbilityDefinition/Mimicry rank 44,InnerRingFlurryTechnique: InnerRingFlurryTechniqueAbilityDefinition.cs name='Inner Ring Flurry' level=1 skill=Mimicry activation=Casted FP=- STM=9 cast=1.3 cooldown=24 mimicryRank=44 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
638,Mimicry,Inner Void,Not Tested,Mimicry,89,PASS,InnerVoidTechnique/InnerVoidTechniqueAbilityDefinition/Mimicry rank 46,InnerVoidTechnique: InnerVoidTechniqueAbilityDefinition.cs name='Inner Void' level=1 skill=Mimicry activation=Casted FP=- STM=9 cast=1.3 cooldown=24 mimicryRank=46 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
639,Mimicry,Last Bastion,Not Tested,Mimicry,90,PASS,LastBastionTechnique/LastBastionTechniqueAbilityDefinition/Mimicry rank 47,LastBastionTechnique: LastBastionTechniqueAbilityDefinition.cs name='Last Bastion' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1 cooldown=30 mimicryRank=47 slots=3 trait=False stance=False,Removed undocumented ten-enemy cap.
642,Mimicry,Pressure Lock,Not Tested,Mimicry,93,PASS,PressureLockTechnique/PressureLockTechniqueAbilityDefinition/Mimicry rank 44,PressureLockTechnique: PressureLockTechniqueAbilityDefinition.cs name='Pressure Lock' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1 cooldown=30 mimicryRank=44 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
643,Mimicry,Rupturing Quake,Not Tested,Mimicry,94,PASS,RupturingQuakeTechnique/RupturingQuakeTechniqueAbilityDefinition/Mimicry rank 26,RupturingQuakeTechnique: RupturingQuakeTechniqueAbilityDefinition.cs name='Rupturing Quake' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=3 cooldown=30 mimicryRank=26 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
644,Mimicry,Scorching Breath,Not Tested,Mimicry,95,PASS,ScorchingBreathTechnique/ScorchingBreathTechniqueAbilityDefinition/Mimicry rank 50,ScorchingBreathTechnique: ScorchingBreathTechniqueAbilityDefinition.cs name='Scorching Breath' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1.5 cooldown=30 mimicryRank=50 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
645,Mimicry,Snap Rush,Not Tested,Mimicry,96,PASS,SnapRushTechnique/SnapRushTechniqueAbilityDefinition/Mimicry rank 46,SnapRushTechnique: SnapRushTechniqueAbilityDefinition.cs name='Snap Rush' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=0 cooldown=30 mimicryRank=46 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
647,Mimicry,Terrifying Bellow,Not Tested,Mimicry,98,PASS,TerrifyingBellowTechnique/TerrifyingBellowTechniqueAbilityDefinition/Mimicry rank 11,TerrifyingBellowTechnique: TerrifyingBellowTechniqueAbilityDefinition.cs name='Terrifying Bellow' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1 cooldown=30 mimicryRank=11 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
648,Mimicry,Warden Clamp,Not Tested,Mimicry,99,PASS,WardenClampTechnique/WardenClampTechniqueAbilityDefinition/Mimicry rank 48,WardenClampTechnique: WardenClampTechniqueAbilityDefinition.cs name='Warden Clamp' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1.1 cooldown=30 mimicryRank=48 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
649,Mimicry,Warden Mark,Not Tested,Mimicry,100,PASS,WardenMarkTechnique/WardenMarkTechniqueAbilityDefinition/Mimicry rank 49,WardenMarkTechnique: WardenMarkTechniqueAbilityDefinition.cs name='Warden Mark' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1.1 cooldown=30 mimicryRank=49 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
650,Mimicry,Warden Maul,Not Tested,Mimicry,101,PASS,WardenMaulTechnique/WardenMaulTechniqueAbilityDefinition/Mimicry rank 50,WardenMaulTechnique: WardenMaulTechniqueAbilityDefinition.cs name='Warden Maul' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1.1 cooldown=30 mimicryRank=50 slots=3 trait=False stance=False,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
651,Mimicry,Warden Order,In Progress,Mimicry,102,PASS,WardenOrderTechnique/WardenOrderTechniqueAbilityDefinition/Mimicry rank 49,WardenOrderTechnique: WardenOrderTechniqueAbilityDefinition.cs name='Warden Order' level=1 skill=Mimicry activation=Casted FP=- STM=10 cast=1 cooldown=30 mimicryRank=49 slots=3 trait=False stance=False,"Heal applies Combat Readiness and recipient healing modifiers, using each recipient maximum HP."
654,Mimicry,Warden Wall,In Progress,Mimicry,105,PASS,WardenWallTechnique/WardenWallTechniqueAbilityDefinition/Mimicry rank 47,WardenWallTechnique: WardenWallTechniqueAbilityDefinition.cs name='Warden Wall' level=1 skill=Mimicry activation=Casted FP=- STM=- cast=2 cooldown=30 mimicryRank=47 slots=3 trait=False stance=True,"Friendly area helper excludes the source when requested, preventing a doubled self defense bonus."
718,Rifle,Pinning Fire,Retest,Rifle,10,PASS,PinningFire/RiflePacification/Pinning Fire rank 1,PinningFireTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
719,Rifle,Sustained Fire I,Retest,Rifle,11,PASS,SustainedFire/RiflePacification/Sustained Fire rank 1,SustainedFireTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
725,Rifle,Sustained Fire II,Retest,Rifle,17,PASS,SustainedFire/RiflePacification/Sustained Fire rank 2,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
726,Rifle,Overwatch,Retest,Rifle,18,PASS,Overwatch/RiflePacification/Overwatch rank 1,OverwatchTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
730,Rifle,Containment Net,Retest,Rifle,22,PASS,ContainmentNet/RiflePacification/Containment Net rank 1,ContainmentNetTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
733,Rifle,Sustained Fire III,Retest,Rifle,25,PASS,SustainedFire/RiflePacification/Sustained Fire rank 3,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
734,Rifle,Kill Box,Retest,Rifle,26,PASS,KillBox/RiflePacification/Kill Box rank 1,KillBox1: KillBoxAbilityDefinition.cs name='Kill Box' level=1 skill=Rifle activation=Casted FP=- STM=15 cast=2 cooldown=90,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
735,Rifle,Aimed Shot I,Retest,Rifle,29,PASS,AimedShot/RifleMarksman/Aimed Shot rank 1,AimedShot1: AimedShotAbilityDefinition.cs name='Aimed Shot I' level=1 skill=Rifle activation=Casted FP=- STM=3 cast=0 cooldown=18,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
736,Rifle,Steady Aim,Retest,Rifle,30,PASS,SteadyAim/RifleMarksman/Steady Aim rank 1,SteadyAimTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
737,Rifle,Patience I,Retest,Rifle,31,PASS,Patience/RifleMarksman/Patience rank 1,PatienceTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
738,Rifle,Piercing Round I,Retest,Rifle,32,PASS,PiercingRound/RifleMarksman/Piercing Round rank 1,PiercingRound1: PiercingRoundAbilityDefinition.cs name='Piercing Round I' level=1 skill=Rifle activation=Casted FP=- STM=4 cast=0 cooldown=24,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
739,Rifle,Aimed Shot II,Retest,Rifle,33,PASS,AimedShot/RifleMarksman/Aimed Shot rank 2,AimedShot2: AimedShotAbilityDefinition.cs name='Aimed Shot II' level=2 skill=Rifle activation=Casted FP=- STM=5 cast=0 cooldown=18,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
740,Rifle,Scope Calibration,Retest,Rifle,34,PASS,ScopeCalibration/RifleMarksman/Scope Calibration rank 1,ScopeCalibrationTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
741,Rifle,Headshot I,Retest,Rifle,35,PASS,Headshot/RifleMarksman/Headshot rank 1,Headshot1: HeadshotAbilityDefinition.cs name='Headshot I' level=1 skill=Rifle activation=Weapon FP=- STM=6 cast=0 cooldown=30,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
743,Rifle,Patience II,Retest,Rifle,37,PASS,Patience/RifleMarksman/Patience rank 2,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
744,Rifle,Dead Center,Retest,Rifle,38,PASS,DeadCenter/RifleMarksman/Dead Center rank 1,DeadCenterTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
745,Rifle,Aimed Shot III,Retest,Rifle,39,PASS,AimedShot/RifleMarksman/Aimed Shot rank 3,AimedShot3: AimedShotAbilityDefinition.cs name='Aimed Shot III' level=3 skill=Rifle activation=Casted FP=- STM=8 cast=0 cooldown=18,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
746,Rifle,Piercing Round II,Retest,Rifle,40,PASS,PiercingRound/RifleMarksman/Piercing Round rank 2,PiercingRound2: PiercingRoundAbilityDefinition.cs name='Piercing Round II' level=2 skill=Rifle activation=Casted FP=- STM=8 cast=0 cooldown=24,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
747,Rifle,Headshot II,Retest,Rifle,41,PASS,Headshot/RifleMarksman/Headshot rank 2,Headshot2: HeadshotAbilityDefinition.cs name='Headshot II' level=2 skill=Rifle activation=Weapon FP=- STM=9 cast=0 cooldown=30,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
748,Rifle,Breach Round,Retest,Rifle,42,PASS,BreachRound/RifleMarksman/Breach Round rank 1,BreachRoundTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
749,Rifle,Piercing Round III,Retest,Rifle,43,PASS,PiercingRound/RifleMarksman/Piercing Round rank 3,PiercingRound3: PiercingRoundAbilityDefinition.cs name='Piercing Round III' level=3 skill=Rifle activation=Casted FP=- STM=10 cast=0 cooldown=24,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
750,Rifle,Aimed Shot IV,Retest,Rifle,44,PASS,AimedShot/RifleMarksman/Aimed Shot rank 4,AimedShot4: AimedShotAbilityDefinition.cs name='Aimed Shot IV' level=4 skill=Rifle activation=Casted FP=- STM=12 cast=0 cooldown=18,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
751,Rifle,Patience III,Retest,Rifle,45,PASS,Patience/RifleMarksman/Patience rank 3,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
752,Rifle,One Shot,Not Tested,Rifle,46,PASS,OneShot/RifleMarksman/One Shot rank 1,OneShot1: OneShotAbilityDefinition.cs name='One Shot' level=1 skill=Rifle activation=Casted FP=- STM=15 cast=2 cooldown=90,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
755,Saberstaff,Balanced Current I,Not Tested,Saberstaff,11,PASS,BalancedCurrent/SaberstaffConduit/Balanced Current rank 1,BalancedCurrentTrait: no active ability definition,Resource threshold is strictly above 60%; independent of Infinite Conduit.
760,Saberstaff,Conduit Stance,Not Tested,Saberstaff,16,PASS,ConduitStance/SaberstaffConduit/Conduit Stance rank 1,ConduitStance1: ConduitStanceAbilityDefinition.cs name='Conduit Stance' level=1 skill=Saberstaff activation=Casted FP=- STM=- cast=2 cooldown=30,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
761,Saberstaff,Balanced Current II,Not Tested,Saberstaff,17,PASS,BalancedCurrent/SaberstaffConduit/Balanced Current rank 2,-,Resource threshold is strictly above 60%; independent of Infinite Conduit.
766,Saberstaff,Balanced Attunement,Not Tested,Saberstaff,22,PASS,BalancedAttunement/SaberstaffConduit/Balanced Attunement rank 1,BalancedAttunementTrait: no active ability definition,Resource threshold is strictly above 60%.
769,Saberstaff,Balanced Current III,Not Tested,Saberstaff,25,PASS,BalancedCurrent/SaberstaffConduit/Balanced Current rank 3,-,Resource threshold is strictly above 60%; independent of Infinite Conduit.
770,Saberstaff,Infinite Conduit,Not Tested,Saberstaff,26,PASS,InfiniteConduit/SaberstaffConduit/Infinite Conduit rank 1,InfiniteConduit1: InfiniteConduitAbilityDefinition.cs name='Infinite Conduit' level=1 skill=Saberstaff activation=Casted FP=- STM=15 cast=2 cooldown=90,Independent temporary resource threshold preserves Balanced Current below 70%; thresholds are strict.
773,Saberstaff,Spinning Deflection I,Not Tested,Saberstaff,31,PASS,SpinningDeflection/SaberstaffTempest/Spinning Deflection rank 1,SpinningDeflectionTrait: no active ability definition,Area-use deflection triggers across skills even when no targets land; duration 30 seconds.
776,Saberstaff,Tempest Focus,Not Tested,Saberstaff,34,PASS,TempestFocus/SaberstaffTempest/Tempest Focus rank 1,TempestFocusTrait: no active ability definition,Removed unintended skill restriction; recent ranged deflection boosts all hostile area skills.
778,Saberstaff,Tempest Stance,Not Tested,Saberstaff,36,PASS,TempestStance/SaberstaffTempest/Tempest Stance rank 1,TempestStance1: TempestStanceAbilityDefinition.cs name='Tempest Stance' level=1 skill=Saberstaff activation=Casted FP=- STM=- cast=2 cooldown=30,Added area damage bonus and single-target penalty; area-use deflection triggers across skills.
779,Saberstaff,Spinning Deflection II,Not Tested,Saberstaff,37,PASS,SpinningDeflection/SaberstaffTempest/Spinning Deflection rank 2,-,Area-use deflection triggers across skills even when no targets land; duration 30 seconds.
780,Saberstaff,Force Gyre,Not Tested,Saberstaff,38,PASS,ForceGyre/SaberstaffTempest/Force Gyre rank 1,ForceGyreTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
787,Saberstaff,Spinning Deflection III,Not Tested,Saberstaff,45,PASS,SpinningDeflection/SaberstaffTempest/Spinning Deflection rank 3,-,Area-use deflection triggers across skills even when no targets land; duration 30 seconds.
788,Saberstaff,Saber Cyclone,Not Tested,Saberstaff,46,PASS,SaberCyclone/SaberstaffTempest/Saber Cyclone rank 1,SaberCyclone1: SaberCycloneAbilityDefinition.cs name='Saber Cyclone' level=1 skill=Saberstaff activation=Casted FP=- STM=15 cast=2 cooldown=90,"Area-use FP and deflection trigger across skills, including empty areas."
795,Spear,Disruption Field I,Retest,Spear,15,PASS,DisruptionField/SpearDisabler/Disruption Field rank 1,DisruptionField1: DisruptionFieldAbilityDefinition.cs name='Disruption Field I' level=1 skill=Spear activation=Casted FP=- STM=6 cast=0 cooldown=30,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
806,Spear,Forcebane,Retest,Spear,26,PASS,Forcebane/SpearDisabler/Forcebane rank 1,Forcebane1: ForcebaneAbilityDefinition.cs name='Forcebane' level=1 skill=Spear activation=Casted FP=- STM=15 cast=2 cooldown=90,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
824,Spear,Crippling Defense,Retest,Spear,46,PASS,CripplingDefense/SpearDamage/Crippling Defense rank 1,CripplingDefense1: CripplingDefenseAbilityDefinition.cs name='Crippling Defense' level=1 skill=Spear activation=Casted FP=- STM=15 cast=2 cooldown=90,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
899,Twin Blade,Spinning Rhythm I,Not Tested,Twin Blade,11,PASS,SpinningRhythm/TwinBladeCyclone/Spinning Rhythm rank 1,SpinningRhythmTrait: no active ability definition,"Grant one haste stack per enemy beyond the first, capped at three; applies across skills."
900,Twin Blade,Spinning Whirl I,Not Tested,Twin Blade,12,PASS,SpinningWhirl/TwinBladeCyclone/Spinning Whirl rank 1,SpinningWhirl1: SpinningWhirlAbilityDefinition.cs name='Spinning Whirl I' level=1 skill=TwinBlade activation=Casted FP=- STM=4 cast=0 cooldown=24,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
902,Twin Blade,Flowing Footwork,Not Tested,Twin Blade,14,PASS,FlowingFootwork/TwinBladeCyclone/Flowing Footwork rank 1,FlowingFootworkTrait: no active ability definition,Area-use evasion triggers across combat skills without requiring a hit.
904,Twin Blade,Cyclone Stance,Not Tested,Twin Blade,16,PASS,CycloneStance/TwinBladeCyclone/Cyclone Stance rank 1,CycloneStance1: CycloneStanceAbilityDefinition.cs name='Cyclone Stance' level=1 skill=TwinBlade activation=Casted FP=- STM=- cast=2 cooldown=30,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
905,Twin Blade,Spinning Rhythm II,Not Tested,Twin Blade,17,PASS,SpinningRhythm/TwinBladeCyclone/Spinning Rhythm rank 2,-,"Grant one haste stack per enemy beyond the first, capped at three; applies across skills."
